"CAS番号","物質名","安衛法","皮膚等障害","がん原性","濃度基準値","安衛法危険物","特化則","特別管理物質","有機則","鉛則","粉じん則","化管法","毒劇法","消防法品名","化審法","大防法","水濁法有害物質","土対法","女性則","備考","出所"
"74114-77-5","２，３’，４，４’，５’－ペンタブロモビフェニル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"74115-24-5","３，６－ビス（２－クロロフェニル）－１，２，４，５－テトラジン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"74162-83-7","オクチル［トリス（｛［（テトラデシルオキシ）カルボニル］メチル｝スルファニル）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74177-50-7","アクリル酸オクチル・メタクリル酸メチル・メタクリル酸トリシクロヘキシルスズ共重合物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74222-97-2","２－（４，６－ジメチル－２－ピリミジニルアミノカルボニルアミノスルフォニル）安息香酸メチル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"74316-36-2","モリブデン酸チタン・水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74338-23-1","２，３’，５’，６－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74338-24-2","２，３，３’，４－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74365-27-8","二ナトリウム＝ビス［μ－（２，３－ジオキシド－１κＯ（２），２κＯ（３）－スクシナト－１κＯ（１），２κＯ（４））］ジアンチモナート（２－）（立体異性体）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74399-84-1","ジアビエチン酸ニッケル","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74427-91-1","八水素＝（ＳＰ－４－１）－（フタロシアニン－２，３，９，１０，１６，１７，２３，２４－オクタカルボキシラト）コバルタート（８－）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74472-33-6","２，３，３’，６－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-34-7","２，３，４’，５－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-35-8","２，３，３’，４，６－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-36-9","２，３，３’，５，６－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-37-0","２，３，４，４’，５－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-38-1","２，３，４，４’，６－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-39-2","２，３’，４’，５’，６－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-40-5","２，２’，３，４，６，６’－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-41-6","２，２’，３，４’，５，６’－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-42-7","２，３，３’，４，４’，６－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-43-8","２，３，３’，４，５’，６－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-44-9","２，３，３’，４’，５，６－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-45-0","２，３，３’，４’，５’，６－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-46-1","２，３，３’，５，５’，６－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-47-2","２，２’，３，４，４’，５，６－ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-48-3","２，２’，３，４，４’，６，６’－ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-49-4","２，２’，３，４，５，６，６’－ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-50-7","２，３，３’，４，４’，５’，６－ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-51-8","２，３，３’，４，５，５’，６－ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-52-9","２，２’，３，４，４’，５，６，６’－オクタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74472-53-0","２，３，３’，４，４’，５，５’，６－オクタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74487-85-7","２，２’，３，４’，５，６，６’－ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"74563-66-9","スズ（２＋）＝ビス［（Ｚ，Ｚ）－オクタデカ－９，１２－ジエノアート］","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"74774-66-6","ブチル＝アクリラート・トリブチルスタンニル＝メタクリラート重合物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74920-95-9","三ナトリウム＝ビス｛６－アミノ－４－オキシド－κＯ－３－［（２－オキシド－κＯ－３，５－ジニトロフェニル）ジアゼニル－κＮ（１）］ナフタレン－２－スルホナト｝クロマート（３－）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74925-56-7","ヘキサフルオリドケイ酸（２－）スズ（ＩＩ）","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"74957-03-2","ビス［ジブチル（クロロ）スタンニル］＝水素＝ホスファート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74987-91-0","リンモリブデン酸亜鉛","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-32-5","（Ｚ）－９，９，１６，１６－テトラオクチル－１０，１５－ジオキサ－９，１６－ジスタンナテトラコサ－１２－エン－１１，１４－ジオン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-33-6","ジブチルスズ（マレイン酸モノ２，３－ジブロモプロピルエステル塩）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-34-7","（Ｚ，Ｚ）－１３，１３－ジオクチル－８，１１，１５－トリオキソ－２，７，１２，１４－テトラオキサ－１３－スタンナオクタデカ－９，１６－ジエン－１８－酸４－メトキシブチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-35-8","トリブチル（Ｄ－グルコノイルオキシ）スズ","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-36-9","ジブチルスズリン酸塩","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-37-0","ジブチルスズホウ酸塩","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-38-1","４，４－ジオクチル－１，３，２，４－ジオキサチアスタンネタン－２，２－ジオキシド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-40-5","２－ヒドロキシ－４，４－ジオクチル－１，３，２，４－ジオキサホスファスタンネタン－２－オキシド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-42-7","ジメチルスズビス（エチレングリコールモノチオグリコレート）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-43-8","１－ヒドロキシ－８，８－ジオクチル－４－オキソ－３－オキサ－７，９－ジチア－５－スタンナドデカン－１２－酸２－ヒドロキシエチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75113-44-9","５，５－ジブチル－９－オキソ－１０，１３－ジオキサ－４，６－ジチア－５－スタンナヘプタデカン酸２－ブトキシエチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75149-37-0","（９Ｚ，９’Ｚ，１２Ｒ，１２’Ｒ）－１２，１２’－ジヒドロキシ－１，１’－［（１，１，３，３－テトラブチル－１，３－ジスタンノキサンジイル）ジオキシ］ビス（オクタデカ－９－エン－１－オン）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"75199-05-2","二ナトリウム＝｛１－（２－クロロフェニル）－３－メチル－４－［（５－ニトロ－２－オキシド－κＯ－フェニル）ジアゼニル－κＮ（１）］－５－オキソ－κＯ－４，５－ジヒドロ－１Ｈ－ピラゾール－４－イド｝｛５－ニトロ－２－オキシド－κＯ－３－［（２－オキシド－κＯ－１－ナフチル）ジアゼニル－κＮ（１）］ベンゼンスルホナト｝クロマート（２－）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
